code,url,first_name,last_name,slug,birth_date,birthplace,turned_pro,weight,height,residence,handedness,backhand,citizenship,code_dc,url_dc
dc38,https://www.atptour.com/en/players/jake-delaney/dc38/overview,Jake,Delaney,jake-delaney,19970514,,,80,188,,Right-Handed,Two-Handed Backhand,AUS,,
dc39,https://www.atptour.com/en/players/scott-dawson/dc39/overview,Scott,Dawson,scott-dawson,19960927,,,,,,Right-Handed,Two-Handed Backhand,AUS,,
dc41,https://www.atptour.com/en/players/alessandro-dumitrache/dc41/overview,Alessandro,Dumitrache,alessandro-dumitrache,,,,,,,,,ITA,,
dc42,https://www.atptour.com/en/players/jiaqi-duan/dc42/overview,Jiaqi,Duan,jiaqi-duan,19950908,,,,,,,,CHN,,
dc47,https://www.atptour.com/en/players/seraphin-doumangoyi/dc47/overview,Seraphin,Doumangoyi,seraphin-doumangoyi,,,,,,,,,GAB,,
dc48,https://www.atptour.com/en/players/murkel-dellien/dc48/overview,Murkel,Dellien,murkel-dellien,19970916,,,83,193,,Right-Handed,Two-Handed Backhand,BOL,800356373,https://media.itfdataservices.com/player/dc/en/800356373
dc50,https://www.atptour.com/en/players/lucas-dages/dc50/overview,Lucas,Dages,lucas-dages,,,,,,,,,USA,,
dc51,https://www.atptour.com/en/players/nuno-deus/dc51/overview,Nuno,Deus,nuno-deus,19950507,,,74,183,,,,POR,,
dc52,https://www.atptour.com/en/players/killian-davanzo/dc52/overview,Killian,Davanzo,killian-davanzo,19960405,,,,,,Right-Handed,Two-Handed Backhand,SUI,,
dc56,https://www.atptour.com/en/players/guilherme-da-cunha/dc56/overview,Guilherme,Da Cunha,guilherme-da-cunha,19901029,,,,,,,,BRA,,
dc57,https://www.atptour.com/en/players/daniel-de-boer/dc57/overview,Daniel,De Boer,daniel-de-boer,,,,,,,Right-Handed,,BRA,,
dc58,https://www.atptour.com/en/players/jared-donaldson/dc58/overview,Jared,Donaldson,jared-donaldson,19961009,"Providence, RI, USA",2014,75,188,"Irvine, CA, USA",Right-Handed,Two-Handed Backhand,USA,,
dc59,https://www.atptour.com/en/players/filip-dolezel/dc59/overview,Filip,Dolezel,filip-dolezel,19930529,,,,,,,,CZE,,
dc63,https://www.atptour.com/en/players/anton-djamalov/dc63/overview,Anton,Djamalov,anton-djamalov,19941205,,,,,,,,UZB,,
dc69,https://www.atptour.com/en/players/stefano-di-aloy/dc69/overview,Stefano,Di Aloy,stefano-di-aloy,19970328,,,,,,Right-Handed,,ARG,,
dc70,https://www.atptour.com/en/players/alexander-day/dc70/overview,Alexander,Day,alexander-day,19950910,,,77,180,,Right-Handed,Two-Handed Backhand,CAN,,
dc72,https://www.atptour.com/en/players/elliott-datlow/dc72/overview,Elliott,Datlow,elliott-datlow,19820306,,,,,,,,USA,,
dc73,https://www.atptour.com/en/players/kais-dghaies/dc73/overview,Kais,Dghaies,kais-dghaies,19950306,,,,,,,,TUN,,
dc74,https://www.atptour.com/en/players/xiao-jun-dong/dc74/overview,Xiao jun,Dong,xiao-jun-dong,,,,,,,,,CHN,,
dc75,https://www.atptour.com/en/players/phillip-de-bruyn/dc75/overview,Phillip,De bruyn,phillip-de-bruyn,19960603,,,,,,Right-Handed,Two-Handed Backhand,RSA,,
dc76,https://www.atptour.com/en/players/viktor-durasovic/dc76/overview,Viktor,Durasovic,viktor-durasovic,19970319,,,80,185,,Right-Handed,Two-Handed Backhand,NOR,800339764,https://media.itfdataservices.com/player/dc/en/800339764
dc82,https://www.atptour.com/en/players/jordan-tucker-daigle/dc82/overview,Jordan Tucker,Daigle,jordan-tucker-daigle,19940518,,,,,,Right-Handed,Two-Handed Backhand,USA,,
dc83,https://www.atptour.com/en/players/gabriel-donev/dc83/overview,Gabriel,Donev,gabriel-donev,19960629,,,70,180,,Right-Handed,Two-Handed Backhand,BUL,800329708,https://media.itfdataservices.com/player/dc/en/800329708
dc93,https://www.atptour.com/en/players/zdenek-derkas/dc93/overview,Zdenek,Derkas,zdenek-derkas,19960430,,,,,,,,CZE,,
dc97,https://www.atptour.com/en/players/ondrej-dusek/dc97/overview,Ondrej,Dusek,ondrej-dusek,19951215,,,,,,Right-Handed,Two-Handed Backhand,CZE,,
dc99,https://www.atptour.com/en/players/ignasi-de-rueda-de-genover/dc99/overview,Ignasi,De Rueda De Genover,ignasi-de-rueda-de-genover,19980211,,,75,183,,Right-Handed,Two-Handed Backhand,ESP,,
dd01,https://www.atptour.com/en/players/alexandre-dell'agnola/dd01/overview,Alexandre,Dell'agnola,alexandre-dell'agnola,,,,,,,,,ITA,,
dd08,https://www.atptour.com/en/players/dan-dumitrascu/dd08/overview,Dan,Dumitrascu,dan-dumitrascu,19960723,,,,,,,,ROU,,
dd21,https://www.atptour.com/en/players/nicolo-de-fraia/dd21/overview,Nicolo,De Fraia,nicolo-de-fraia,19970325,,,,,,Right-Handed,Two-Handed Backhand,ITA,,
dd50,https://www.atptour.com/en/players/roy-de-valk/dd50/overview,Roy,De Valk,roy-de-valk,19911230,"Bangkok, Thailand",,85,185,"Zoetermeer, Netherlands",Right-Handed,Two-Handed Backhand,NED,,
dd54,https://www.atptour.com/en/players/david-desrochers/dd54/overview,David,Desrochers,david-desrochers,19830218,,,,,,,,CAN,,
dd66,https://www.atptour.com/en/players/oscar-francisco-dotti/dd66/overview,Oscar Francisco,Dotti,oscar-francisco-dotti,19970215,,,,,,,,ARG,,
dd67,https://www.atptour.com/en/players/vlad-andrei-dumitru/dd67/overview,Vlad Andrei,Dumitru,vlad-andrei-dumitru,19970509,,,,,,Right-Handed,Unknown Backhand,ROU,,
dd95,https://www.atptour.com/en/players/jordan-dyke/dd95/overview,Jordan,Dyke,jordan-dyke,19900625,,,86,193,,Right-Handed,Two-Handed Backhand,USA,,
de02,https://www.atptour.com/en/players/scott-duncan/de02/overview,Scott,Duncan,scott-duncan,19940821,,,,,,Right-Handed,Unknown Backhand,GBR,,
de03,https://www.atptour.com/en/players/jacob-coenraad-de-klerk/de03/overview,Jacob Coenraad,De Klerk,jacob-coenraad-de-klerk,19920609,,,,,,,,RSA,800351712,https://media.itfdataservices.com/player/dc/en/800351712
de04,https://www.atptour.com/en/players/jakub-dusek/de04/overview,Jakub,Dusek,jakub-dusek,19900914,,,,,,,,CZE,,
de09,https://www.atptour.com/en/players/miguel-diaz/de09/overview,Miguel,Diaz,miguel-diaz,19791020,,,,,,,,MEX,,
de10,https://www.atptour.com/en/players/alessandro-dragoni/de10/overview,Alessandro,Dragoni,alessandro-dragoni,19970727,,,78,185,,Right-Handed,Two-Handed Backhand,ITA,,
de12,https://www.atptour.com/en/players/karol-drzewiecki/de12/overview,Karol,Drzewiecki,karol-drzewiecki,19951101,,,88,191,,Right-Handed,Two-Handed Backhand,POL,,
de14,https://www.atptour.com/en/players/mitchell-dobek/de14/overview,Mitchell,Dobek,mitchell-dobek,19910629,,,,,,,,USA,,
de18,https://www.atptour.com/en/players/artur-dubinski/de18/overview,Artur,Dubinski,artur-dubinski,19960327,,,,,,,,BLR,,
de20,https://www.atptour.com/en/players/seydou-diallo/de20/overview,Seydou,Diallo,seydou-diallo,19951127,,,,,,,,MLI,,
de21,https://www.atptour.com/en/players/tom-diederich/de21/overview,Tom,Diederich,tom-diederich,19921208,,,,,,Left-Handed,Two-Handed Backhand,LUX,800286016,https://media.itfdataservices.com/player/dc/en/800286016
de29,https://www.atptour.com/en/players/jose-antonio-dugo-reyes/de29/overview,Jose Antonio,Dugo Reyes,jose-antonio-dugo-reyes,19990430,,,,,,,,ESP,,
de34,https://www.atptour.com/en/players/dmitrii-dosuzhev/de34/overview,Dmitrii,Dosuzhev,dmitrii-dosuzhev,,,,,,,,,RUS,,
de42,https://www.atptour.com/en/players/andrew-diefenbach/de42/overview,Andrew,Diefenbach,andrew-diefenbach,19840921,,,,,,,,USA,,
de69,https://www.atptour.com/en/players/felipe-delmaschio/de69/overview,Felipe,Delmaschio,felipe-delmaschio,,,,,,,,,BRA,,
de70,https://www.atptour.com/en/players/ignacio-dagostino-herrera/de70/overview,Ignacio,Dagostino Herrera,ignacio-dagostino-herrera,19960801,,,,,,,,ARG,,
df83,https://www.atptour.com/en/players/marcello-donato/df83/overview,Marcello,Donato,marcello-donato,19900510,,,,,,Right-Handed,Two-Handed Backhand,BRA,,
df88,https://www.atptour.com/en/players/aziz-dougaz/df88/overview,Aziz,Dougaz,aziz-dougaz,19970326,,,82,188,,Left-Handed,Two-Handed Backhand,TUN,800365245,https://media.itfdataservices.com/player/dc/en/800365245
df90,https://www.atptour.com/en/players/pierre-debrosse/df90/overview,Pierre,Debrosse,pierre-debrosse,19920729,,,,,,,,FRA,,
df92,https://www.atptour.com/en/players/corentin-denolly/df92/overview,Corentin,Denolly,corentin-denolly,19970606,"Vienne, France",,77,185,"Paris, France",Left-Handed,Two-Handed Backhand,FRA,,
df98,https://www.atptour.com/en/players/walker-duncan/df98/overview,Walker,Duncan,walker-duncan,19960507,"Memphis, Tennessee",,77,185,Atlanta GA,Right-Handed,Two-Handed Backhand,USA,,
df99,https://www.atptour.com/en/players/andrew-dromsky/df99/overview,Andrew,Dromsky,andrew-dromsky,19930614,,,,,,,,USA,,
dg43,https://www.atptour.com/en/players/bradley-dunn/dg43/overview,Bradley,Dunn,bradley-dunn,,,,,,,,,AUS,,
dg44,https://www.atptour.com/en/players/ivan-davydov/dg44/overview,Ivan,Davydov,ivan-davydov,19961018,,,85,188,,Right-Handed,Two-Handed Backhand,RUS,,
dg47,https://www.atptour.com/en/players/marco-di-prima/dg47/overview,Marco,Di Prima,marco-di-prima,19950628,,,,,,,,ITA,,
dg51,https://www.atptour.com/en/players/sharmal-dissanayake/dg51/overview,Sharmal,Dissanayake,sharmal-dissanayake,19960514,,,,,,Right-Handed,Two-Handed Backhand,SRI,800325054,https://media.itfdataservices.com/player/dc/en/800325054
dg52,https://www.atptour.com/en/players/blazo-n-djurovic/dg52/overview,Blazo N,Djurovic,blazo-n-djurovic,19960402,,,,,,,,AUS,,
dg53,https://www.atptour.com/en/players/gabriel-decamps/dg53/overview,Gabriel,Decamps,gabriel-decamps,19990807,,,80,193,,Right-Handed,Two-Handed Backhand,BRA,,
dg54,https://www.atptour.com/en/players/guilherme-dumit/dg54/overview,Guilherme,Dumit,guilherme-dumit,19960129,,,,,,,,BRA,,
dg57,https://www.atptour.com/en/players/giorgio-de-rossi/dg57/overview,Giorgio,De rossi,giorgio-de-rossi,19980428,,,,,,,,ITA,,
dg58,https://www.atptour.com/en/players/juan-david-diaz-florian/dg58/overview,Juan david,Diaz florian,juan-david-diaz-florian,19950928,,,,,,,,COL,,
dg60,https://www.atptour.com/en/players/gianmarco-de-santis/dg60/overview,Gianmarco,De santis,gianmarco-de-santis,,,,,,,,,ITA,,
dg64,https://www.atptour.com/en/players/tommaso-dal-santo/dg64/overview,Tommaso,Dal Santo,tommaso-dal-santo,19960313,,,,,,,,ITA,,
dg65,https://www.atptour.com/en/players/michal-dembek/dg65/overview,Michal,Dembek,michal-dembek,19970807,,,88,196,,Right-Handed,Two-Handed Backhand,POL,,
dg67,https://www.atptour.com/en/players/milan-drinic/dg67/overview,Milan,Drinic,milan-drinic,19971016,,,75,185,,Right-Handed,Unknown Backhand,SRB,,
dg72,https://www.atptour.com/en/players/felipe-d'annunzio/dg72/overview,Felipe,D'Annunzio,felipe-d'annunzio,19970130,,,79,180,,Right-Handed,Two-Handed Backhand,ARG,,
dg74,https://www.atptour.com/en/players/jan-dernic/dg74/overview,Jan,Dernic,jan-dernic,19950728,,,,,,Right-Handed,Two-Handed Backhand,SLO,,
dg76,https://www.atptour.com/en/players/sid-donarski/dg76/overview,Sid,Donarski,sid-donarski,19971201,,,,,,Right-Handed,Unknown Backhand,CAN,,
dg77,https://www.atptour.com/en/players/richard-del-nunzio/dg77/overview,Richard,Del Nunzio,richard-del-nunzio,19931207,,,,,,Right-Handed,Unknown Backhand,USA,,
dg80,https://www.atptour.com/en/players/enrico-dalla-valle/dg80/overview,Enrico,Dalla Valle,enrico-dalla-valle,19980321,,,90,196,,Right-Handed,Two-Handed Backhand,ITA,,
dg86,https://www.atptour.com/en/players/jacob-dunbar/dg86/overview,Jacob,Dunbar,jacob-dunbar,19951002,,,73,183,,Right-Handed,Two-Handed Backhand,USA,,
dg93,https://www.atptour.com/en/players/alonso-alejandro-delgado/dg93/overview,Alonso Alejandro,Delgado,alonso-alejandro-delgado,19940531,,,,,,,,MEX,,
dg94,https://www.atptour.com/en/players/marin-dumitru/dg94/overview,Marin,Dumitru,marin-dumitru,19960708,,,73,180,,Left-Handed,Two-Handed Backhand,AUS,,
dg95,https://www.atptour.com/en/players/gabriel-diaz-freire/dg95/overview,Gabriel,Diaz Freire,gabriel-diaz-freire,19971024,,,,,,Right-Handed,Two-Handed Backhand,ESP,,
dg97,https://www.atptour.com/en/players/artem-dubrivnyy/dg97/overview,Artem,Dubrivnyy,artem-dubrivnyy,19990131,,,75,183,,Right-Handed,Two-Handed Backhand,RUS,,
dh03,https://www.atptour.com/en/players/ronan-danais/dh03/overview,Ronan,Danais,ronan-danais,,,,,,,,,FRA,,
dh04,https://www.atptour.com/en/players/eliott-drieux/dh04/overview,Eliott,Drieux,eliott-drieux,,,,,,,,,FRA,,
dh05,https://www.atptour.com/en/players/andres-donayre/dh05/overview,Andres,Donayre,andres-donayre,19990326,,,,,,,,PER,,
dh08,https://www.atptour.com/en/players/matias-dominguez/dh08/overview,Matias,Dominguez,matias-dominguez,19850119,,,,,,,,URU,,
dh18,https://www.atptour.com/en/players/guy-den-heijer/dh18/overview,Guy,Den Heijer,guy-den-heijer,19970330,,,,,,,,NED,,
dh19,https://www.atptour.com/en/players/yasitha-de-silva/dh19/overview,Yasitha,De Silva,yasitha-de-silva,19950703,,,,,,,,SRI,800407319,https://media.itfdataservices.com/player/dc/en/800407319
dh20,https://www.atptour.com/en/players/aditya-deswal/dh20/overview,Aditya,Deswal,aditya-deswal,19961016,,,73,178,,Left-Handed,Two-Handed Backhand,IND,,
dh23,https://www.atptour.com/en/players/s-d-prajwal-dev/dh23/overview,S D Prajwal,Dev,s-d-prajwal-dev,19960527,,,78,175,,Right-Handed,Two-Handed Backhand,IND,,
dh27,https://www.atptour.com/en/players/andrea-del-prete/dh27/overview,Andrea,Del Prete,andrea-del-prete,19940411,,,,,,,,ITA,,
dh36,https://www.atptour.com/en/players/marco-di-lorenzo/dh36/overview,Marco,Di Lorenzo,marco-di-lorenzo,19960609,,,,,,,,ITA,,
dh40,https://www.atptour.com/en/players/jack-davis/dh40/overview,Jack,Davis,jack-davis,19990624,,,,,,Right-Handed,,CAN,,
dh43,https://www.atptour.com/en/players/ian-dempster/dh43/overview,Ian,Dempster,ian-dempster,19950420,,,82,185,,Right-Handed,Two-Handed Backhand,USA,,
dh46,https://www.atptour.com/en/players/alexander-donski/dh46/overview,Alexander,Donski,alexander-donski,19980801,,,80,188,,Right-Handed,Two-Handed Backhand,BUL,800349316,https://media.itfdataservices.com/player/dc/en/800349316
dh50,https://www.atptour.com/en/players/alejandro-davidovich-fokina/dh50/overview,Alejandro,Davidovich Fokina,alejandro-davidovich-fokina,19990605,,,80,183,,Right-Handed,Two-Handed Backhand,ESP,800342216,https://media.itfdataservices.com/player/dc/en/800342216
dh53,https://www.atptour.com/en/players/vlad-andrei-dancu/dh53/overview,Vlad Andrei,Dancu,vlad-andrei-dancu,19990308,,,,,,Right-Handed,Unknown Backhand,ROU,,
dh54,https://www.atptour.com/en/players/benjamin-dhoe/dh54/overview,Benjamin,Dhoe,benjamin-dhoe,19960820,,,80,178,,Right-Handed,Two-Handed Backhand,BEL,,
dh55,https://www.atptour.com/en/players/michiel-de-krom/dh55/overview,Michiel,De Krom,michiel-de-krom,19980627,,,80,183,,Right-Handed,Two-Handed Backhand,NED,,
dh57,https://www.atptour.com/en/players/alex-diaz/dh57/overview,Alex,Diaz,alex-diaz,19970802,,,,,,,,PUR,800416079,https://media.itfdataservices.com/player/dc/en/800416079
dh58,https://www.atptour.com/en/players/alex-de-minaur/dh58/overview,Alex,de Minaur,alex-de-minaur,19990217,"Sydney, Australia",2015,69,183,"Alicante, Spain",Right-Handed,Two-Handed Backhand,AUS,800351626,https://media.itfdataservices.com/player/dc/en/800351626
e09b,https://www.atptour.com/en/players/mustafa-erdogan/e09b/overview,Mustafa,Erdogan,mustafa-erdogan,20000819,,,,,,,,TUR,,
e09h,https://www.atptour.com/en/players/jonas-eriksson-ziverts/e09h/overview,Jonas,Eriksson Ziverts,jonas-eriksson-ziverts,19990108,,,75,185,,Right-Handed,Two-Handed Backhand,SWE,,
e09m,https://www.atptour.com/en/players/tillmann-erdbories/e09m/overview,Tillmann,Erdbories,tillmann-erdbories,19970509,,,,,,Right-Handed,Two-Handed Backhand,GER,,
e09o,https://www.atptour.com/en/players/mayez-jupiter-elrich/e09o/overview,Mayez Jupiter,Elrich,mayez-jupiter-elrich,19990409,,,,,,Right-Handed,Two-Handed Backhand,AUS,,
e09u,https://www.atptour.com/en/players/hernando-jose-escurra-isnardi/e09u/overview,Hernando Jose,Escurra Isnardi,hernando-jose-escurra-isnardi,19971213,,,80,183,,Right-Handed,One-Handed Backhand,PAR,800439878,https://media.itfdataservices.com/player/dc/en/800439878
e0a1,https://www.atptour.com/en/players/juan-erro/e0a1/overview,Juan,Erro,juan-erro,19981214,,,,,,,,ESP,,
e0a5,https://www.atptour.com/en/players/nathan-eshmade/e0a5/overview,Nathan,Eshmade,nathan-eshmade,19940418,,,80,191,,Right-Handed,Two-Handed Backhand,AUS,,
e0aa,https://www.atptour.com/en/players/yanki-erel/e0aa/overview,Yanki,Erel,yanki-erel,20000925,,,73,178,,Left-Handed,Two-Handed Backhand,TUR,800390598,https://media.itfdataservices.com/player/dc/en/800390598
e0ab,https://www.atptour.com/en/players/ishaque-eqbal/e0ab/overview,Ishaque,Eqbal,ishaque-eqbal,19980117,,,,,,,,IND,,
e0ac,https://www.atptour.com/en/players/mathys-erhard/e0ac/overview,Mathys,Erhard,mathys-erhard,20011026,,,80,188,,Right-Handed,Two-Handed Backhand,FRA,,
e0ag,https://www.atptour.com/en/players/sardor-ergashev/e0ag/overview,Sardor,Ergashev,sardor-ergashev,20000405,,,,,,,,UZB,,
e0ah,https://www.atptour.com/en/players/charlie-emhardt/e0ah/overview,Charlie,Emhardt,charlie-emhardt,19950606,,,73,191,,Right-Handed,Two-Handed Backhand,USA,,
e0ai,https://www.atptour.com/en/players/soufiane-el-mesbahi/e0ai/overview,Soufiane,El Mesbahi,soufiane-el-mesbahi,20010222,,,,,,,,MAR,800414809,https://media.itfdataservices.com/player/dc/en/800414809
e0am,https://www.atptour.com/en/players/nicolas-echeverri/e0am/overview,Nicolas,Echeverri,nicolas-echeverri,19991116,,,,,,,,COL,,
e0ap,https://www.atptour.com/en/players/felix-einig/e0ap/overview,Felix,Einig,felix-einig,,,,,,,,,GER,,
e0aq,https://www.atptour.com/en/players/tom-evans/e0aq/overview,Tom,Evans,tom-evans,20010329,,,70,180,,Right-Handed,Two-Handed Backhand,AUS,,
e0au,https://www.atptour.com/en/players/john-echeverria/e0au/overview,John,Echeverria,john-echeverria,20011130,,,72,180,,Right-Handed,Unknown Backhand,ESP,,
e0b8,https://www.atptour.com/en/players/victor-ernaelsteen/e0b8/overview,Victor,Ernaelsteen,victor-ernaelsteen,20000322,,,,,,,,BEL,,
e0be,https://www.atptour.com/en/players/martin-estevarena/e0be/overview,Martin,Estevarena,martin-estevarena,20000406,,,,,,,,ARG,,
e0bg,https://www.atptour.com/en/players/benedikt-emesz/e0bg/overview,Benedikt,Emesz,benedikt-emesz,20011205,,,,,,Right-Handed,,AUT,,
e0bn,https://www.atptour.com/en/players/mark-owen-endler/e0bn/overview,Mark Owen,Endler,mark-owen-endler,20021119,,,,,,,,GER,,
e0bo,https://www.atptour.com/en/players/nino-ehrenschneider/e0bo/overview,Nino,Ehrenschneider,nino-ehrenschneider,20010331,,,,,,Left-Handed,,GER,,
e0ca,https://www.atptour.com/en/players/gal-emersic-potocnik/e0ca/overview,Gal,Emersic Potocnik,gal-emersic-potocnik,20030211,,,,,,Right-Handed,Unknown Backhand,SLO,,
e0cd,https://www.atptour.com/en/players/daniel-espin-perez/e0cd/overview,Daniel,Espin Perez,daniel-espin-perez,20060419,,,,,,,,ECU,,
e0ce,https://www.atptour.com/en/players/lorenzo-esquici/e0ce/overview,Lorenzo,Esquici,lorenzo-esquici,20030708,,,80,183,,Right-Handed,Two-Handed Backhand,BRA,,
e0cf,https://www.atptour.com/en/players/gabriel-elicha-navas/e0cf/overview,Gabriel,Elicha Navas,gabriel-elicha-navas,20030304,,,,,,,,ESP,,
e0ci,https://www.atptour.com/en/players/sebastian-eriksson/e0ci/overview,Sebastian,Eriksson,sebastian-eriksson,20050501,,,,,,Right-Handed,Two-Handed Backhand,SWE,,
e0cj,https://www.atptour.com/en/players/eldin-nokic/e0cj/overview,Nokic,Eldin,eldin-nokic,20041105,,,,,,Right-Handed,Unknown Backhand,SWE,,
e0ck,https://www.atptour.com/en/players/gabriel-evans/e0ck/overview,Gabriel,Evans,gabriel-evans,19960613,,,79,178,,Right-Handed,Two-Handed Backhand,USA,800520419,https://media.itfdataservices.com/player/dc/en/800520419
e0cn,https://www.atptour.com/en/players/riccardo-ercolani/e0cn/overview,Riccardo,Ercolani,riccardo-ercolani,20060127,,,,,,Right-Handed,Unknown Backhand,ITA,,
e0cq,https://www.atptour.com/en/players/cooper-errey/e0cq/overview,Cooper,Errey,cooper-errey,20051006,,,,,,,,AUS,,
e0cr,https://www.atptour.com/en/players/nicolas-eli/e0cr/overview,Nicolas,Eli,nicolas-eli,20050303,,,66,178,,Right-Handed,Two-Handed Backhand,ARG,,
